GeneID	length	eff_length	est_counts	tpm
cpalmiol.1009.1	2986	2790.74	1232.22	11.6499
cpalmiol.1009.2	7975	7779.74	4592.26	15.5745
cpalmiol.1010.1	4782	4586.74	8447.52	48.5936
cpalmiol.1011.1	3183	2987.74	6720	59.3445
cpalmiol.1012.1	1532	1336.74	2073	40.9173
cpalmiol.1013.1	17171	16975.7	16141	25.0874
cpalmiol.1014.1	5680	5484.74	0.000892491	4.2934e-06
cpalmiol.1015.1	1034	838.736	20639	649.258
cpalmiol.1016.1	1823	1627.74	27238	441.514
cpalmiol.1017.1	951	755.736	31103	1085.89
cpalmiol.1018.1	2011	1815.74	2466	35.8339
cpalmiol.1019.1	755	559.796	1372	64.6663
cpalmiol.1020.1	5544	5348.74	12697	62.6331
cpalmiol.1021.1	935	739.736	7910	282.133
cpalmiol.1022.1	1482	1286.74	14739	302.226
cpalmiol.1023.1	1528	1332.74	4061	80.3975
cpalmiol.1024.1	2233	2037.74	13429	173.88
cpalmiol.1025.1	6723	6527.74	1902.97	7.69171
cpalmiol.1025.3	6723	6527.74	1761.55	7.12011
cpalmiol.1025.2	10409	10213.7	642.893	1.66076
cpalmiol.1025.4	10409	10213.7	0	0
cpalmiol.1025.5	10409	10213.7	0	0
cpalmiol.1026.1	640	444.916	28.9028	1.71402
cpalmiol.1026.2	640	444.916	28.9028	1.71402
cpalmiol.1027.1	8943	8747.74	10972	33.0936
cpalmiol.1028.1	8108	7912.74	20842.1	69.4973
cpalmiol.1025.6	3632	3436.74	29433	225.966
cpalmiol.1025.7	3632	3436.74	46671.3	358.309
cpalmiol.1025.8	3638	3442.74	20015.8	153.399
cpalmiol.1029.1	722	526.796	10032	502.457
cpalmiol.1030.1	10658	10462.7	3750	9.4567
cpalmiol.1031.1	1014	818.736	4041	130.226
cpalmiol.1032.1	1460	1264.74	1198	24.9926
cpalmiol.1033.1	919	723.736	5581	203.463
cpalmiol.1034.1	375	185.963	3400	482.4
cpalmiol.1035.1	8512	8316.74	31996.2	101.508
cpalmiol.1036.1	287	108.461	33	8.02773
cpalmiol.1037.1	1951	1755.74	2742	41.2061
cpalmiol.1038.1	560	365.254	27094	1957.19
cpalmiol.1039.1	2550	2354.74	42642	477.803
cpalmiol.1040.1	1778	1582.74	6129	102.173
cpalmiol.1041.1	8547	8351.74	5236	16.5416
cpalmiol.1042.1	379	189.627	15375	2139.28
cpalmiol.1043.1	2031	1835.74	12419	178.497
cpalmiol.1044.1	1337	1141.74	7601	175.654
cpalmiol.1045.1	460	266.911	18037	1783
cpalmiol.1046.1	1507	1311.74	2048	41.1943
cpalmiol.1047.1	5006	4810.74	4988	27.357
cpalmiol.1048.1	5998	5802.74	8805	40.036
cpalmiol.1049.1	409	217.911	19308	2337.82
cpalmiol.1050.1	1497	1301.74	74630	1512.67
cpalmiol.1051.1	2585	2389.74	1356	14.9714
cpalmiol.1052.1	949	753.736	7419	259.705
cpalmiol.1053.1	6788	6592.74	17872	71.5255
cpalmiol.1054.1	1660	1464.74	1907	34.3514
cpalmiol.1055.1	1066	870.736	2642	80.0571
cpalmiol.1056.1	1918	1722.74	15444	236.535
cpalmiol.1057.1	5666	5470.74	6358	30.664
cpalmiol.1058.1	2224	2028.74	24234	315.176
cpalmiol.1059.1	7208	7012.74	17139	64.484
cpalmiol.1060.1	5366	5170.74	1933	9.86355
cpalmiol.1061.1	3307	3111.74	21816	184.981
cpalmiol.1062.1	3192	2996.74	1468	12.925
cpalmiol.1063.1	1323	1127.74	15903	372.071
cpalmiol.1064.1	1744	1548.74	9538	162.493
cpalmiol.1065.1	1463	1267.74	7219	150.246
cpalmiol.1066.1	5654	5458.74	2028	9.80234
cpalmiol.1067.1	914	718.736	2011	73.8238
cpalmiol.1068.1	1366	1170.74	37626	847.974
cpalmiol.1069.1	5884	5688.74	22082	102.418
cpalmiol.1070.1	1084	888.736	285	8.46108
cpalmiol.1071.1	577	382.16	7237	499.651
cpalmiol.1072.1	576	381.179	14449	1000.14
cpalmiol.1073.1	1354	1158.74	3875	88.235
cpalmiol.1074.1	2013	1817.74	7272	105.555
cpalmiol.1075.1	1368	1172.74	72	1.61989
cpalmiol.1076.1	1372	1176.74	260	5.82972
cpalmiol.1077.1	425	233.08	14	1.58481
cpalmiol.1078.1	1630	1434.74	1197	22.0128
cpalmiol.1079.1	1088	892.736	3243	95.8468
cpalmiol.1080.1	210	51.0718	15.5237	8.01988
cpalmiol.1081.1	669	473.869	8.57504	0.477453
cpalmiol.1082.1	2294	2098.74	106.425	1.33795
cpalmiol.1083.1	3567	3371.74	7119.79	55.7144
cpalmiol.1083.2	3568	3372.74	3.20823e-07	2.50979e-09
cpalmiol.1083.3	9732	9536.74	7277.39	20.134
cpalmiol.1084.1	9480	9284.74	27313	77.6164
cpalmiol.1083.4	1857	1661.74	132539	2104.44
cpalmiol.1085.1	1599	1403.74	230	4.32311
cpalmiol.1086.1	3435	3239.74	0.000681571	5.55079e-06
cpalmiol.1087.1	13052	12856.7	13297	27.2883
cpalmiol.1088.1	2314	2118.74	6957	86.6361
cpalmiol.1089.1	4823	4627.74	6384	36.398
cpalmiol.1090.1	670	474.869	6814	378.601
cpalmiol.1091.1	681	485.869	5751	312.304
cpalmiol.1092.1	2119	1923.74	3005	41.2148
cpalmiol.1093.1	666	470.893	1121	62.8112
cpalmiol.1094.1	3180	2984.74	4951	43.7664
cpalmiol.1095.1	4429	4233.74	3655	22.7781
cpalmiol.1096.1	2271	2075.74	5036	64.0129
cpalmiol.1097.1	3712	3516.74	4261	31.9687
cpalmiol.1098.1	563	368.235	759	54.3839
cpalmiol.1099.1	645	449.916	106	6.21624
cpalmiol.1100.1	936	740.736	3339	118.934
cpalmiol.1101.1	6111	5915.74	4287	19.1205
cpalmiol.1102.1	1322	1126.74	3546	83.0367
cpalmiol.1103.1	817	621.736	25960	1101.67
cpalmiol.1104.1	2656	2460.74	2305	24.7149
cpalmiol.1105.1	5097	4901.74	8472	45.6026
cpalmiol.1106.1	5259	5063.74	2780	14.4853
cpalmiol.1107.1	2548	2352.74	2912	32.6567
cpalmiol.1108.1	1641	1445.74	42049.2	767.402
cpalmiol.1108.2	1590	1394.74	12.7659	0.241499
cpalmiol.1109.1	2902	2706.74	7923	77.232
cpalmiol.1110.1	1356	1160.74	5602	127.34
cpalmiol.1111.1	1454	1258.74	5836	122.33
cpalmiol.1112.1	1895	1699.74	1246	19.3415
cpalmiol.1113.1	733	537.796	2237	109.749
cpalmiol.1114.1	1458	1262.74	3543	74.0308
cpalmiol.1115.1	1929	1733.74	8075	122.889
cpalmiol.1116.1	6409	6213.74	9876	41.9355
cpalmiol.1117.1	1373	1177.74	376	8.42352
cpalmiol.1118.1	607	411.98	4671	299.149
cpalmiol.1119.1	1298	1102.74	2783	66.5879
cpalmiol.1120.1	2111	1915.74	689	9.48937
cpalmiol.1121.1	5120	4924.74	3746	20.0696
cpalmiol.1122.1	1863	1667.74	216	3.41728
cpalmiol.1123.1	373	184.048	68.9161	9.87969
cpalmiol.1124.1	249	78.4913	24	8.06759
cpalmiol.1125.1	2080	1884.74	112	1.56791
cpalmiol.1126.1	3611	3415.74	531.374	4.10459
cpalmiol.1127.1	957	761.736	19.1778	0.664275
cpalmiol.1128.1	6215	6019.74	516180	2262.44
cpalmiol.1129.1	2870	2674.74	1583.96	15.6249
cpalmiol.1129.2	2870	2674.74	1583.96	15.6249
cpalmiol.1129.3	2869	2673.74	75.7992	0.747996
cpalmiol.1130.1	3686	3490.74	137757	1041.24
cpalmiol.1131.1	1050	854.736	976.822	30.1535
cpalmiol.1132.1	3687	3491.74	115009	869.05
cpalmiol.1133.1	567	372.198	5.26641	0.373331
cpalmiol.1134.1	515	320.575	12715.3	1046.53
cpalmiol.1135.1	2030	1834.74	9.75738	0.140318
cpalmiol.1136.1	1602	1406.74	301.88	5.66207
cpalmiol.1137.1	528	333.477	137.039	10.8425
cpalmiol.1138.1	1853	1657.74	37.4146	0.595497
cpalmiol.1139.1	1293	1097.74	9.5589	0.229754
cpalmiol.1140.1	1085	889.736	690.101	20.4647
cpalmiol.1141.1	1079	883.736	135273	4038.69
cpalmiol.1142.1	1144	948.736	43	1.19585
cpalmiol.1143.1	287	108.461	504	122.605
cpalmiol.1144.1	6349	6153.74	13006	55.7646
cpalmiol.1145.1	8122	7926.74	27165	90.4209
cpalmiol.1146.1	907	711.736	6591.04	244.337
cpalmiol.1146.2	1254	1058.74	2623.96	65.3918
cpalmiol.1147.1	5012	4816.74	12171	66.6695
cpalmiol.1148.1	1501	1305.74	1175	23.743
cpalmiol.1149.1	1176	980.736	14861	399.806
cpalmiol.1150.1	1419	1223.74	2974	64.122
cpalmiol.1151.1	26832	26636.7	0	0
cpalmiol.1151.2	26129	25933.7	67.2548	0.0684245
cpalmiol.1151.3	20536	20340.7	1.41767	0.00183891
cpalmiol.1151.4	20536	20340.7	1.41767	0.00183891
cpalmiol.1151.5	24463	24267.7	0	0
cpalmiol.1151.6	24463	24267.7	0	0
cpalmiol.1151.7	20535	20339.7	3948.82	5.12242
cpalmiol.1151.11	3129	2933.74	0.00972539	8.74661e-05
cpalmiol.1151.13	13790	13594.7	2.90081e-05	5.62991e-08
cpalmiol.1151.10	20206	20010.7	6.44078	0.00849237
cpalmiol.1151.12	24135	23939.7	36.3874	0.0401038
cpalmiol.1151.8	20206	20010.7	6.44078	0.00849237
cpalmiol.1151.9	9930	9734.74	112.324	0.304441
cpalmiol.1151.14	7148	6952.74	6978.98	26.4844
cpalmiol.1152.1	592	397.082	1951	129.638
cpalmiol.1153.1	2133	1937.74	9827	133.807
cpalmiol.1154.1	571	376.198	8380	587.734
cpalmiol.1155.1	3509	3313.74	8843	70.4102
cpalmiol.1156.1	3979	3783.74	10733	74.8435
cpalmiol.1157.1	2083	1887.74	3958	55.3208
cpalmiol.1158.1	2643	2447.74	7921.75	85.3906
cpalmiol.1159.1	13440	13244.7	8709.6	17.3504
cpalmiol.1160.1	2194	1998.74	6195.65	81.7872
cpalmiol.1161.1	7149	6953.74	1643.11	6.2345
cpalmiol.1162.1	429	236.973	4026	448.258
cpalmiol.1163.1	531	336.461	4376	343.16
cpalmiol.1164.1	858	662.736	12787	509.075
cpalmiol.1165.1	13055	12859.7	27237	55.8832
cpalmiol.1166.1	2815	2619.74	5867	59.0898
cpalmiol.1167.1	1334	1138.74	568	13.1607
cpalmiol.1168.1	6305	6109.74	16965.9	73.267
cpalmiol.1169.1	708	512.796	104	5.35109
cpalmiol.1170.1	434	241.793	52	5.67432
cpalmiol.1171.1	2046	1850.74	36700	523.209
cpalmiol.1172.1	1775	1579.74	2468	41.2206
cpalmiol.1173.1	2511	2315.74	5765	65.6847
cpalmiol.1174.1	588	393.141	4918	330.061
cpalmiol.1175.1	952	756.736	5325	185.665
cpalmiol.1176.1	4829	4633.74	1061	6.0414
cpalmiol.1177.1	3495	3299.74	5539	44.29
cpalmiol.1178.1	3620	3424.74	5993	46.1712
cpalmiol.1179.1	4188	3992.74	1104	7.29545
cpalmiol.1180.1	1861	1665.74	14571	230.801
cpalmiol.1181.1	657	461.916	7154	408.639
cpalmiol.1182.1	1536	1340.74	2081	40.9527
cpalmiol.1183.1	4458	4262.74	8699	53.8437
cpalmiol.1184.1	693	497.821	2961	156.935
cpalmiol.1185.1	1043	847.736	157.902	4.91451
cpalmiol.1186.1	275	98.6031	460	123.09
cpalmiol.1187.1	8883	8687.74	11427.7	34.7062
cpalmiol.1188.1	753	557.796	5021.28	237.516
cpalmiol.1189.1	5731	5535.74	5472	26.081
cpalmiol.1190.1	474	280.458	25	2.35194
cpalmiol.1191.1	588	393.141	2542	170.601
cpalmiol.1192.1	201	45.552	2122	1229.11
cpalmiol.1193.1	1006	810.736	566	18.42
cpalmiol.1194.1	1513	1317.74	930	18.6212
cpalmiol.1195.1	1219	1023.74	1223	31.5204
cpalmiol.1196.1	6983	6787.74	12976	50.4394
cpalmiol.1197.1	3043	2847.74	1392	12.8971
cpalmiol.1198.1	1783	1587.74	7598	126.263
cpalmiol.1199.1	4837	4641.74	5795	32.9402
cpalmiol.1200.1	740	544.796	3552	172.026
cpalmiol.1201.1	10301	10105.7	15836	41.3458
cpalmiol.1202.1	7020	6824.74	22852	88.3471
cpalmiol.1203.1	665	469.893	5243	294.398
cpalmiol.812.1	1030	834.736	41	1.29595
cpalmiol.1206.1	8974	8778.74	6549.31	19.6842
cpalmiol.1207.1	3741	3545.74	6423	47.7953
cpalmiol.1208.1	959	763.736	38454	1328.47
cpalmiol.1209.1	1136	940.736	11445	320.998
cpalmiol.1210.1	2066	1870.74	2082	29.3645
cpalmiol.1211.1	1213	1017.74	3477	90.1412
cpalmiol.1212.1	405	214.075	27	3.32775
cpalmiol.1213.1	2103	1907.74	4052	56.0409
cpalmiol.1214.1	5078	4882.74	4147	22.4091
cpalmiol.1215.1	308	125.922	46	9.63851
cpalmiol.1216.1	1847	1651.74	24119	385.276
cpalmiol.1217.1	3463	3267.74	438	3.53656
cpalmiol.1217.2	3463	3267.74	438	3.53656
cpalmiol.1218.1	335	149.487	45	7.94258
cpalmiol.1219.1	5738	5542.74	2331	11.0961
cpalmiol.1220.1	4029	3833.74	4944	34.0259
cpalmiol.1221.1	10107	9911.74	2591.06	6.89734
cpalmiol.1222.1	5281	5085.74	6829.94	35.4337
cpalmiol.1223.1	2020	1824.74	5697	82.3758
cpalmiol.1224.1	468	274.666	18248	1752.93
cpalmiol.1225.1	1788	1592.74	2686	44.4955
cpalmiol.1226.1	2999	2803.74	3176	29.888
cpalmiol.1227.1	1922	1726.74	354	5.40917
cpalmiol.1228.1	1033	837.736	12303	387.487
cpalmiol.1229.1	1021	825.736	4884	156.059
cpalmiol.1230.1	4775	4579.74	7713	44.4362
cpalmiol.1231.1	653	457.916	30524	1758.77
cpalmiol.1232.1	12167	11971.7	19414.5	42.7882
cpalmiol.1232.2	11970	11774.7	3961.96	8.87794
cpalmiol.1232.3	12115	11919.7	1033.5	2.28769
cpalmiol.1233.1	9598	9402.74	10145	28.4676
cpalmiol.1234.1	2316	2120.74	8032	99.9288
cpalmiol.1235.1	7850	7654.74	2531	8.724
cpalmiol.1236.1	6471	6275.74	6026	25.3348
cpalmiol.1237.1	1268	1072.74	26711	656.978
cpalmiol.1238.1	13454	13258.7	32553	64.7802
cpalmiol.1239.1	1394	1198.74	770	16.9481
cpalmiol.1240.1	2570	2374.74	14497	161.071
cpalmiol.1241.1	12507	12311.7	13656.3	29.2663
cpalmiol.1242.1	6949	6753.74	5716.68	22.3333
cpalmiol.1243.1	1576	1380.74	9766	186.621
cpalmiol.1244.1	1678	1482.74	12228	217.593
cpalmiol.1245.1	836	640.736	3337	137.414
cpalmiol.1246.1	4742	4546.74	1234	7.16092
cpalmiol.1247.1	3346	3150.74	8684	72.7213
cpalmiol.1248.1	4282	4086.74	4260	27.5034
cpalmiol.1249.1	1005	809.736	2858	93.1263
cpalmiol.1250.1	783	587.796	2351	105.531
cpalmiol.1251.1	1525	1329.74	700	13.8895
cpalmiol.1252.1	1412	1216.74	24872	539.347
cpalmiol.1253.1	6440	6244.74	7839	33.1208
cpalmiol.1254.1	787	591.766	2247	100.186
cpalmiol.1255.1	2184	1988.74	8376.45	111.131
cpalmiol.1256.1	10108	9912.74	1860.58	4.95231
cpalmiol.1256.2	10108	9912.74	1860.58	4.95231
cpalmiol.1257.1	3431	3235.74	1442.96	11.7662
cpalmiol.1258.1	2395	2199.74	2486.04	29.8188
cpalmiol.1259.1	4519	4323.74	10239	62.4816
cpalmiol.1260.1	1386	1190.74	746.223	16.5351
cpalmiol.1261.1	1479	1283.74	12050	247.665
cpalmiol.1262.1	1073	877.736	28216	848.175
cpalmiol.1263.1	894	698.736	29512	1114.4
cpalmiol.1264.1	1764	1568.74	7512	126.345
cpalmiol.1265.1	9073	8877.74	6836	20.3167
cpalmiol.1266.1	6490	6294.74	7702	32.2835
cpalmiol.1267.1	2263	2067.74	2454	31.3136
cpalmiol.1268.1	3623	3427.74	3458	26.6177
cpalmiol.1269.1	1747	1551.74	7116	120.996
cpalmiol.1270.1	12967	12771.7	34404	71.0743
cpalmiol.1271.1	1294	1098.74	12521	300.676
cpalmiol.1272.1	9821	9625.74	28503	78.1287
cpalmiol.1273.1	7348	7152.74	2340	8.63172
cpalmiol.1274.1	2222	2026.74	19700	256.462
cpalmiol.1275.1	7055	6859.74	11464	44.0943
cpalmiol.1276.1	576	381.179	26973	1867.04
cpalmiol.1277.1	6177	5981.74	2207	9.73484
cpalmiol.1278.1	1641	1445.74	122	2.22651
cpalmiol.1279.1	3787	3591.74	3420	25.1232
cpalmiol.1280.1	605	410.001	4014	258.313
cpalmiol.1281.1	2170	1974.74	7131	95.2785
cpalmiol.1282.1	6927	6731.74	11563	45.3208
cpalmiol.1283.1	2711	2515.74	33334	349.604
cpalmiol.1284.1	702	506.796	6100	317.578
cpalmiol.1285.1	1963	1767.74	4805	71.7183
cpalmiol.1286.1	1522	1326.74	9668	192.267
cpalmiol.1287.1	1882	1686.74	8072	126.266
cpalmiol.1288.1	2959	2763.74	4121	39.3423
cpalmiol.1289.1	3242	3046.74	8069	69.8777
cpalmiol.1290.1	1001	805.736	7780	254.765
cpalmiol.1291.1	379	189.627	8832	1228.89
cpalmiol.1292.1	2377	2181.74	4285	51.8206
cpalmiol.1293.1	3706	3510.74	2474	18.5932
cpalmiol.1294.1	1803	1607.74	4905	80.4967
cpalmiol.1295.1	3257	3061.74	10855	93.544
cpalmiol.1296.1	2227	2031.74	16036	208.249
cpalmiol.1297.1	5431	5235.74	10159	51.1949
cpalmiol.1298.1	1638	1442.74	5637	103.09
cpalmiol.1299.1	578	383.16	17	1.17064
cpalmiol.1300.1	474	280.458	20	1.88155
cpalmiol.1301.1	1728	1532.74	23349	401.934
cpalmiol.1302.1	2333	2137.74	10585	130.644
cpalmiol.1303.1	8110	7914.74	16093	53.6481
cpalmiol.1304.1	345	158.502	1579	262.847
cpalmiol.1305.1	514	319.607	1077	88.9105
cpalmiol.1306.1	3788	3592.74	1749	12.8445
cpalmiol.1307.1	657	461.916	31139	1778.67
cpalmiol.1308.1	1631	1435.74	14051	258.218
cpalmiol.1309.1	9923	9727.74	49475	134.192
cpalmiol.1310.1	841	645.736	7485	305.837
cpalmiol.1311.1	4894	4698.74	13031	73.1729
cpalmiol.1312.1	2010	1814.74	12406	180.373
cpalmiol.1313.1	3750	3554.74	3154	23.4104
cpalmiol.1314.1	970	774.736	39513	1345.67
cpalmiol.1315.1	4099	3903.74	30127	203.624
cpalmiol.1316.1	2957	2761.74	438	4.18452
cpalmiol.1317.1	1707	1511.74	3529	61.5927
cpalmiol.1318.1	1252	1056.74	28369	708.323
cpalmiol.1319.1	756	560.796	518	24.3713
cpalmiol.1320.1	1276	1080.74	2249	54.9065
cpalmiol.1321.1	2532	2336.74	3813	43.0537
cpalmiol.1322.1	271	95.2817	28123	7787.64
cpalmiol.1323.1	11582	11386.7	6754	15.65
cpalmiol.1324.1	1012	816.736	4663	150.639
cpalmiol.1325.1	7647	7451.74	421.372	1.49198
cpalmiol.1326.1	11113	10917.7	5112.63	12.3556
cpalmiol.1327.1	6016	5820.74	16810	76.198
cpalmiol.1328.1	2208	2012.74	7400	97.006
cpalmiol.1329.1	6318	6122.74	3718.34	16.0235
cpalmiol.1330.1	4131	3935.74	5423	36.3553
cpalmiol.1331.1	3202	3006.74	20542	180.261
cpalmiol.1332.1	3138	2942.74	1980	17.7528
cpalmiol.1333.1	7622	7426.74	8845	31.4234
cpalmiol.1334.1	1680	1484.74	2088	37.1052
cpalmiol.1335.1	1791	1595.74	331	5.47294
cpalmiol.1336.1	347	160.254	10678	1758.07
cpalmiol.1337.1	1453	1257.74	4025	84.4365
cpalmiol.1338.1	346	159.378	91911	15215.7
cpalmiol.1340.1	2417	2221.74	606.686	7.20486
cpalmiol.1339.1	6777	6581.74	18256.3	73.1857
cpalmiol.1341.1	2953	2757.74	17175	164.323
cpalmiol.1342.1	5680	5484.74	14914	71.7451
cpalmiol.1343.1	5065	4869.74	1035.82	5.61219
cpalmiol.1344.1	1901	1705.74	1416.18	21.9059
cpalmiol.1345.1	1408	1212.74	5683	123.642
cpalmiol.1346.1	853	657.736	10615	425.816
cpalmiol.1347.1	1792	1596.74	1794	29.6444
cpalmiol.1348.1	7575	7379.74	16845	60.226
cpalmiol.1349.1	1329	1133.74	20327	473.059
cpalmiol.1350.1	3524	3328.74	27478	217.801
cpalmiol.1351.1	1875	1679.74	4744	74.5173
cpalmiol.1352.1	2129	1933.74	5499	75.0309
cpalmiol.1353.1	3724	3528.74	2405	17.9825
cpalmiol.1354.1	1511	1315.74	255	5.11358
cpalmiol.1355.1	2467	2271.74	1999	23.2171
cpalmiol.1356.1	3968	3772.74	15252	106.666
cpalmiol.1357.1	6841	6645.74	1862	7.39248
cpalmiol.1358.1	1973	1777.74	8626	128.025
cpalmiol.1359.1	473	279.5	5551	524.015
cpalmiol.1360.1	1806	1610.74	28740	470.778
cpalmiol.1361.1	222	59.276	31	13.7986
cpalmiol.1362.1	1931	1735.74	3228	49.0686
cpalmiol.1363.1	625	429.938	2565	157.411
cpalmiol.1364.1	352	164.85	80.3774	12.8647
cpalmiol.1364.2	352	164.85	80.3774	12.8647
cpalmiol.1365.1	1895	1699.74	9746	151.286
cpalmiol.1366.1	8071	7875.74	6201	20.7742
cpalmiol.1367.1	477	283.401	26060	2426.2
cpalmiol.1368.1	309	126.78	2555	531.733
cpalmiol.1369.1	1721	1525.74	5719	98.8996
cpalmiol.1370.1	3423	3227.74	11135	91.0219
cpalmiol.1371.1	589	394.121	1301	87.0966
cpalmiol.1372.1	4596	4400.74	16809	100.779
cpalmiol.1373.1	2510	2314.74	2422	27.6075
cpalmiol.1374.1	2414	2218.74	969	11.5232
cpalmiol.1375.1	5160	4964.74	4677	24.8556
cpalmiol.1376.1	6592	6396.74	22102	91.1647
cpalmiol.1377.1	1696	1500.74	12296	216.179
cpalmiol.1378.1	7163	6967.74	4140.62	15.6793
cpalmiol.1378.2	6711	6515.74	323	1.30796
cpalmiol.1378.3	14271	14075.7	3371.28	6.31942
cpalmiol.1378.4	14176	13980.7	2106.78	3.97597
cpalmiol.1378.5	3558	3362.74	62.3989	0.489596
cpalmiol.1379.1	7316	7120.74	6485	24.0292
cpalmiol.1380.1	6332	6136.74	4.66275	0.0200474
cpalmiol.1381.1	6360	6164.74	25616	109.635
cpalmiol.1382.1	2932	2736.74	3698	35.6523
cpalmiol.1383.1	3643	3447.74	6072	46.4677
cpalmiol.1384.1	2836	2640.74	766	7.65345
cpalmiol.1385.1	1879	1683.74	79016	1238.21
cpalmiol.1386.1	1165	969.736	5842	158.95
cpalmiol.1387.1	13486	13290.7	7286	14.4642
cpalmiol.1388.1	817	621.736	2398	101.765
cpalmiol.1389.1	3941	3745.74	5484	38.629
cpalmiol.1390.1	5909	5713.74	8407	38.8217
cpalmiol.1391.1	1980	1784.74	962	14.2218
cpalmiol.1392.1	1109	913.736	296522	8562.29
cpalmiol.1393.1	228	63.2434	128578	53642
cpalmiol.1394.1	519	324.527	5815.05	472.777
cpalmiol.1395.1	933	737.736	337	12.0527
cpalmiol.1396.1	496	301.917	19027.1	1662.79
cpalmiol.1397.1	387	197.076	19101.3	2557.31
cpalmiol.1398.1	1381	1185.74	1145	25.4783
cpalmiol.1399.1	9151	8955.74	16771	49.4096
cpalmiol.1400.1	3065	2869.74	9557	87.8685
cpalmiol.1401.1	953	757.736	2705	94.1896
cpalmiol.1402.1	1245	1049.74	15520	390.09
cpalmiol.1403.1	5016	4820.74	6098	33.3755
cpalmiol.1404.1	3136	2940.74	2164	19.4158
cpalmiol.1405.1	2979	2783.74	35004	331.775
cpalmiol.1406.1	820	624.736	8360	353.072
cpalmiol.1407.1	4434	4238.74	20880	129.971
cpalmiol.1408.1	661	465.893	2374	134.446
cpalmiol.1409.1	12066	11870.7	29123	64.731
cpalmiol.1410.1	1332	1136.74	12672.1	294.133
cpalmiol.1411.1	11896	11700.7	31825.3	71.7651
cpalmiol.1412.1	1162	966.736	4408.53	120.321
cpalmiol.1413.1	3057	2861.74	5973.93	55.0788
cpalmiol.1414.1	1206	1010.74	10839.1	282.949
cpalmiol.1415.1	644	448.916	9092	534.377
cpalmiol.1416.1	5492	5296.74	6049	30.1321
cpalmiol.1417.1	1017	821.736	219	7.03178
cpalmiol.1418.1	1461	1265.74	205	4.27331
cpalmiol.1419.1	901	705.736	14251	532.791
cpalmiol.1420.1	3132	2936.74	10614	95.3604
cpalmiol.1421.1	8322	8126.74	10741	34.8724
cpalmiol.1422.1	4350	4154.74	371	2.35605
cpalmiol.1423.1	2269	2073.74	5070	64.5072
cpalmiol.1424.1	1185	989.736	3502	93.3578
cpalmiol.1425.1	2754	2558.74	617	6.36229
cpalmiol.1426.1	8548	8352.74	3849	12.1583
cpalmiol.1427.1	2575	2379.74	6058	67.1667
cpalmiol.1428.1	1660	1464.74	12919	232.714
cpalmiol.1429.1	2820	2624.74	3291	33.0823
cpalmiol.1430.1	903	707.736	591	22.0328
cpalmiol.1431.1	2039	1843.74	308	4.40764
cpalmiol.1432.1	3061	2865.74	3407	31.3682
cpalmiol.1433.1	1415	1219.74	1004	21.7181
cpalmiol.1434.1	624	428.96	5813	357.551
cpalmiol.1435.1	2674	2478.74	7293	77.63
cpalmiol.1436.1	2290	2094.74	2290	28.8443
cpalmiol.1437.1	432	239.841	13674	1504.27
cpalmiol.1438.1	1118	922.736	11006	314.707
cpalmiol.1439.1	3809	3613.74	2649	19.341
cpalmiol.1440.1	12966	12770.7	14274	29.4906
cpalmiol.1441.1	588	393.141	393	26.3753
cpalmiol.1442.1	4541	4345.74	6124	37.1814
cpalmiol.1443.1	1189	993.736	128822	3420.37
cpalmiol.1444.1	861	665.736	4648	184.212
cpalmiol.1445.1	302	120.762	2066	451.392
cpalmiol.1446.1	1764	1568.74	162633	2735.35
cpalmiol.1447.1	2293	2097.74	13046	164.089
cpalmiol.1448.1	1470	1274.74	154293	3193.6
cpalmiol.1449.1	1635	1439.74	1049	19.2241
cpalmiol.1450.1	4906	4710.74	20489	114.759
cpalmiol.1451.1	8700	8504.74	20336	63.0897
cpalmiol.1452.1	534	339.393	2460	191.243
cpalmiol.1453.1	1382	1186.74	28602	635.91
cpalmiol.1454.1	424	232.139	4800	545.566
cpalmiol.1455.1	22208	22012.7	46726.8	56.0074
cpalmiol.1456.1	3285	3089.74	3725	31.8096
cpalmiol.1457.1	1692	1496.74	110	1.9391
cpalmiol.1458.1	1407	1211.74	111	2.41696
cpalmiol.1459.1	10593	10397.7	8785.19	22.2929
cpalmiol.1459.2	10593	10397.7	8643.53	21.9334
cpalmiol.1459.3	10593	10397.7	46.5828	0.118206
cpalmiol.1459.4	10593	10397.7	370.945	0.941293
cpalmiol.1460.1	4657	4461.74	2362	13.9679
cpalmiol.1461.1	4687	4491.74	12495	73.3966
cpalmiol.1462.1	1193	997.736	4248	112.337
cpalmiol.1463.1	1748	1552.74	9522	161.802
cpalmiol.1464.1	4555	4359.74	9314	56.3676
cpalmiol.1465.1	3677	3481.74	4319	32.7296
cpalmiol.1466.1	1698	1502.74	5184	91.0198
cpalmiol.1467.1	3392	3196.74	10284	84.8807
cpalmiol.1468.1	864	668.736	4577	180.584
cpalmiol.1469.1	1870	1674.74	166.818	2.62815
cpalmiol.1470.1	3614	3418.74	3579	27.6217
cpalmiol.1471.1	7278	7082.74	7699	28.6805
cpalmiol.1472.1	1955	1759.74	12645	189.594
cpalmiol.1473.1	10006	9810.74	12289	33.0498
cpalmiol.1474.1	1655	1459.74	10114	182.811
cpalmiol.1475.1	1117	921.736	3038	86.9631
cpalmiol.1476.1	1214	1018.74	1818	47.0854
