# Program:featureCounts v2.0.1; Command:"featureCounts" "-O" "-t" "transcript" "-g" "gene_id" "-a" "11.AssemblyRNA/cpalmiol.gtf" "-o" "counts.txt" "10.Mapping.RNA/cpalmiol_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	10.Mapping.RNA/cpalmiol_sorted.bam
cpalmiol.914	tig00000022	465981	466962	.	982	7407
cpalmiol.915	tig00000022	468200	469671	.	1472	188175
cpalmiol.916	tig00000022	470025	474119	.	4095	916
cpalmiol.917	tig00000022	474262	476628	.	2367	5727
cpalmiol.918	tig00000022	477221	480913	.	3693	6366
cpalmiol.919	tig00000022	482882	484229	.	1348	2676
cpalmiol.920	tig00000022	484836	486782	.	1947	25794
cpalmiol.921	tig00000022	487966	491143	.	3178	21848
cpalmiol.922	tig00000022	491511	497361	.	5851	13017
cpalmiol.923	tig00000022	497993	499201	.	1209	2001
cpalmiol.924	tig00000022	501161	502053	.	893	112554
cpalmiol.925	tig00000022	505042	505506	.	465	253911
cpalmiol.926	tig00000022	505732	507404	.	1673	4150
cpalmiol.927	tig00000022	507618	511340	.	3723	8705
cpalmiol.928	tig00000022	511916	515506	.	3591	73269
cpalmiol.929	tig00000022	522254	523159	.	906	6994
cpalmiol.930	tig00000022	523400	533744	.	10345	58172
cpalmiol.931	tig00000022	533863	537599	.	3737	10822
cpalmiol.932	tig00000022	538528	544324	.	5797	330
cpalmiol.933	tig00000022	544850	546891	.	2042	12761
cpalmiol.934	tig00000022	551092	555378	.	4287	9447
cpalmiol.935	tig00000022	555856	556142	.	287	5567
cpalmiol.936	tig00000022	558594	566845	.	8252	20279
cpalmiol.937	tig00000022	573072	575194	.	2123	19205
cpalmiol.938	tig00000022	575351	577374	.	2024	1794
cpalmiol.939	tig00000022	583169	584372	-	1204	5452
cpalmiol.940	tig00000022	585717	586786	.	1070	31143
cpalmiol.941	tig00000022	586965	594644	.	7680	5381
cpalmiol.942	tig00000022;tig00000022	596998;599872	605544;603336	-;-	8547	14828
cpalmiol.943	tig00000022	604010	605544	.	1535	6640
cpalmiol.944	tig00000022	606201	608511	.	2311	2552
cpalmiol.945	tig00000022	616912	621579	.	4668	12529
cpalmiol.946	tig00000022	632347	633855	+	1509	10520
cpalmiol.947	tig00000022	634081	635424	.	1344	4867
cpalmiol.948	tig00000022	635643	637672	.	2030	15834
cpalmiol.949	tig00000022	638900	641507	.	2608	8126
cpalmiol.950	tig00000022	641968	643763	.	1796	14881
cpalmiol.951	tig00000022	655151	657518	.	2368	35415
cpalmiol.952	tig00000022	658621	662260	.	3640	14772
cpalmiol.953	tig00000022	667103	669222	.	2120	13423
cpalmiol.954	tig00000022	681340	687582	+	6243	35052
cpalmiol.955	tig00000022	691583	692539	-	957	522
cpalmiol.956	tig00000022;tig00000022	701174;701174	703130;703130	+;+	1957	15691
cpalmiol.957	tig00000022	703921	705566	.	1646	2123
cpalmiol.958	tig00000022	712513	713796	.	1284	22792
cpalmiol.959	tig00000022	718246	719181	.	936	1035
cpalmiol.960	tig00000022	724777	733429	-	8653	19019
cpalmiol.961	tig00000022	724803	725411	-	609	5432
cpalmiol.962	tig00000022	733928	738391	.	4464	10365
cpalmiol.963	tig00000022	739796	741951	.	2156	173355
cpalmiol.964	tig00000022	743198	745514	.	2317	2306
cpalmiol.965	tig00000022	745904	747753	.	1850	15564
cpalmiol.966	tig00000022	749128	749538	.	411	14434
cpalmiol.967	tig00000022	752164	755431	.	3268	11761
cpalmiol.968	tig00000022	755816	758248	.	2433	15349
cpalmiol.969	tig00000022	758671	760643	.	1973	14777
cpalmiol.970	tig00000022	761546	762093	.	548	7014
cpalmiol.971	tig00000022	763008	763644	.	637	6950
cpalmiol.972	tig00000022	763008	766938	-	3931	11409
cpalmiol.973	tig00000022;tig00000022	769134;771714	774024;772370	-;-	4891	14636
cpalmiol.974	tig00000022	781181	782838	.	1658	27318
cpalmiol.975	tig00000022	783287	784581	.	1295	8279
cpalmiol.976	tig00000022	785151	791736	.	6586	8748
cpalmiol.977	tig00000022	792029	795942	.	3914	17990
cpalmiol.978	tig00000022	796198	802251	.	6054	12076
cpalmiol.979	tig00000022	805586	807163	.	1578	5003
cpalmiol.980	tig00000022	807445	811465	.	4021	25043
cpalmiol.981	tig00000022	813987	815277	.	1291	20376
cpalmiol.982	tig00000022	815578	819769	.	4192	21249
cpalmiol.983	tig00000022	821712	827975	.	6264	27675
cpalmiol.984	tig00000022	829355	830842	.	1488	16109
cpalmiol.985	tig00000022	831023	834653	.	3631	4174
cpalmiol.986	tig00000022	834731	848824	.	14094	6760
cpalmiol.987	tig00000022	851261	852344	.	1084	12681
cpalmiol.988	tig00000022	853176	854927	.	1752	364
cpalmiol.989	tig00000022	855266	855579	.	314	34854
cpalmiol.990	tig00000022	855266	859527	-	4262	49258
cpalmiol.991	tig00000022	859736	860550	.	815	1783
cpalmiol.992	tig00000022	860764	862042	.	1279	27243
cpalmiol.993	tig00000022	872186	873647	.	1462	86726
cpalmiol.994	tig00000022	876175	878493	.	2319	5654
cpalmiol.995	tig00000022	879599	880565	.	967	12988
cpalmiol.996	tig00000022	880793	881547	.	755	4205
cpalmiol.997	tig00000022	883277	883922	.	646	46431
cpalmiol.998	tig00000022	886343	898511	.	12169	17577
cpalmiol.999	tig00000022	904264	904810	.	547	11865
cpalmiol.1000	tig00000022	905962	909575	.	3614	66147
cpalmiol.1001	tig00000022	911127	916687	+	5561	19975
cpalmiol.1002	tig00000022	922026	923151	.	1126	2289
cpalmiol.1003	tig00000022	923344	933065	.	9722	28697
cpalmiol.1004	tig00000022	923344	925207	-	1864	10312
cpalmiol.1005	tig00000022	934353	936622	.	2270	2307
cpalmiol.1006	tig00000022	936947	939220	.	2274	1259
cpalmiol.1007	tig00000022	941434	942600	.	1167	5856
cpalmiol.1008	tig00000022	948779	949199	+	421	12689
cpalmiol.1009	tig00000022;tig00000022	957282;957282	960387;965373	+;+	8092	29387
cpalmiol.1010	tig00000022	960540	965321	.	4782	23348
cpalmiol.1011	tig00000022	965779	968961	.	3183	13904
cpalmiol.1012	tig00000022	970542	972073	.	1532	4295
cpalmiol.1013	tig00000022	976462	994188	+	17727	33434
cpalmiol.1014	tig00000022	995104	1000783	-	5680	1730
cpalmiol.1015	tig00000022	1006767	1008017	-	1251	42705
cpalmiol.1016	tig00000022	1020109	1021931	.	1823	56281
cpalmiol.1017	tig00000022	1037622	1038572	.	951	63973
cpalmiol.1018	tig00000022	1038981	1040991	.	2011	5079
cpalmiol.1019	tig00000022	1041613	1042367	.	755	2823
cpalmiol.1020	tig00000022	1047726	1053269	.	5544	26176
cpalmiol.1021	tig00000022	1053525	1054878	+	1354	16761
cpalmiol.1022	tig00000022	1060775	1062256	.	1482	30430
cpalmiol.1023	tig00000022	1071616	1073375	+	1760	8407
cpalmiol.1024	tig00000022	1077832	1080064	.	2233	26974
cpalmiol.1025	tig00000022;tig00000022;tig00000022;tig00000022;tig00000022;tig00000022;tig00000022;tig00000022	1086339;1086339;1086339;1086339;1086339;1137355;1137355;1137355	1147343;1114608;1147343;1147343;1114608;1147343;1147343;1147343	-;-;-;-;-;-;-;-	61005	71353
cpalmiol.1026	tig00000022;tig00000022	1098679;1098679	1104470;1104470	+;+	5792	31
cpalmiol.1027	tig00000022	1116786	1125728	.	8943	22650
cpalmiol.1028	tig00000022	1126014	1134121	.	8108	24961
cpalmiol.1029	tig00000022	1153799	1154520	.	722	20743
cpalmiol.1030	tig00000022	1154684	1165341	.	10658	7737
cpalmiol.1031	tig00000022	1165466	1166479	.	1014	8279
cpalmiol.1032	tig00000022	1169145	1170604	.	1460	2462
cpalmiol.1033	tig00000022	1179622	1180540	.	919	11559
cpalmiol.1034	tig00000022	1181373	1181747	.	375	6999
cpalmiol.1035	tig00000022	1184041	1192552	.	8512	63911
cpalmiol.1036	tig00000022	1192705	1192991	.	287	66
cpalmiol.1037	tig00000022	1193793	1195743	.	1951	5665
cpalmiol.1038	tig00000022	1196326	1197026	-	701	55873
cpalmiol.1039	tig00000022	1197822	1200371	.	2550	87801
cpalmiol.1040	tig00000022	1204252	1206029	.	1778	12629
cpalmiol.1041	tig00000022	1206797	1215343	.	8547	10763
cpalmiol.1042	tig00000022	1215753	1216412	+	660	31690
cpalmiol.1043	tig00000022	1226541	1228571	.	2031	25575
cpalmiol.1044	tig00000022	1235383	1236719	.	1337	15651
cpalmiol.1045	tig00000022	1240349	1240997	+	649	37097
cpalmiol.1046	tig00000022	1243355	1244861	.	1507	4204
cpalmiol.1047	tig00000022	1247134	1252139	.	5006	10277
cpalmiol.1048	tig00000022	1252400	1258397	.	5998	18033
cpalmiol.1049	tig00000022	1260239	1260647	.	409	39887
cpalmiol.1050	tig00000022	1265609	1267105	.	1497	154055
cpalmiol.1051	tig00000022	1267613	1270197	.	2585	2782
cpalmiol.1052	tig00000022	1272017	1272965	.	949	15295
cpalmiol.1053	tig00000022	1273192	1279979	.	6788	36822
cpalmiol.1054	tig00000022	1281285	1282944	.	1660	3969
cpalmiol.1055	tig00000022	1283171	1284236	.	1066	5436
cpalmiol.1056	tig00000022	1284954	1286871	.	1918	31930
cpalmiol.1057	tig00000022	1288519	1294184	.	5666	13163
cpalmiol.1058	tig00000022	1294576	1296799	.	2224	49773
cpalmiol.1059	tig00000022	1297610	1304817	.	7208	35333
cpalmiol.1060	tig00000022	1306815	1312180	.	5366	3982
cpalmiol.1061	tig00000022	1320941	1324247	.	3307	45022
cpalmiol.1062	tig00000022	1330411	1333602	.	3192	3014
cpalmiol.1063	tig00000022	1335373	1336695	.	1323	32749
cpalmiol.1064	tig00000022	1340248	1341991	.	1744	19660
cpalmiol.1065	tig00000022	1353191	1354653	.	1463	14993
cpalmiol.1066	tig00000022	1356726	1362379	.	5654	4204
cpalmiol.1067	tig00000022	1362753	1363666	.	914	4139
cpalmiol.1068	tig00000022	1371490	1372855	.	1366	77806
cpalmiol.1069	tig00000022	1376741	1382624	.	5884	45557
cpalmiol.1070	tig00000022	1382776	1383859	.	1084	598
cpalmiol.1071	tig00000022	1384010	1384586	.	577	14951
cpalmiol.1072	tig00000022	1398410	1398985	.	576	29946
cpalmiol.1073	tig00000022	1399317	1400670	.	1354	7980
cpalmiol.1074	tig00000022	1400960	1402972	.	2013	15035
cpalmiol.1075	tig00000022	1406691	1408058	.	1368	156
cpalmiol.1076	tig00000022	1409565	1410936	.	1372	526
cpalmiol.1077	tig00000022	1411189	1411613	.	425	29
cpalmiol.1078	tig00000022	1413488	1415117	.	1630	2489
cpalmiol.1079	tig00000022	1415620	1416707	.	1088	6735
cpalmiol.1080	tig00000022	1417060	1417269	.	210	42
cpalmiol.1081	tig00000022	1420855	1421985	+	1131	16
cpalmiol.1082	tig00000022	1423323	1425730	+	2408	169
cpalmiol.1083	tig00000022;tig00000022;tig00000022;tig00000022	1431254;1431254;1431254;1464476	1468397;1468397;1468397;1468397	+;+;+;+	37144	79838
cpalmiol.1084	tig00000022	1444957	1454436	.	9480	56251
cpalmiol.1085	tig00000022	1470225	1471823	.	1599	487
cpalmiol.1086	tig00000022	1472734	1476979	+	4246	1783
cpalmiol.1087	tig00000022	1482239	1495290	.	13052	27469
cpalmiol.1088	tig00000022	1500634	1502947	.	2314	14270
cpalmiol.1089	tig00000022	1504308	1509130	.	4823	13126
cpalmiol.1090	tig00000022	1512517	1513186	.	670	14108
cpalmiol.1091	tig00000022	1513419	1514099	.	681	11956
cpalmiol.1092	tig00000022	1514423	1516541	.	2119	6225
cpalmiol.1093	tig00000022	1516744	1517409	.	666	2305
cpalmiol.1094	tig00000022	1518216	1521395	.	3180	10264
cpalmiol.1095	tig00000022	1521936	1526364	.	4429	7537
cpalmiol.1096	tig00000022	1526595	1528865	.	2271	10379
cpalmiol.1097	tig00000022	1530962	1534673	.	3712	8786
cpalmiol.1098	tig00000022	1534964	1535711	+	748	1625
cpalmiol.1099	tig00000022	1536124	1536815	-	692	195
cpalmiol.1100	tig00000022	1547506	1548441	.	936	6873
cpalmiol.1101	tig00000022	1551480	1557590	.	6111	8869
cpalmiol.1102	tig00000022	1558552	1559873	.	1322	7189
cpalmiol.1103	tig00000022	1563266	1564082	.	817	53608
cpalmiol.1104	tig00000022	1564352	1567869	+	3518	4864
cpalmiol.1105	tig00000022	1569029	1574125	.	5097	17412
cpalmiol.1106	tig00000022	1575082	1580340	.	5259	5731
cpalmiol.1107	tig00000022	1580913	1583592	-	2680	5974
cpalmiol.1108	tig00000022;tig00000022	1584372;1584372	1586341;1586341	-;-	1970	86788
cpalmiol.1109	tig00000022	1587678	1590579	.	2902	16264
cpalmiol.1110	tig00000022	1593170	1595004	+	1835	12407
cpalmiol.1111	tig00000022	1596046	1597499	.	1454	12041
cpalmiol.1112	tig00000022	1599797	1601691	.	1895	2573
cpalmiol.1113	tig00000022	1602762	1603494	.	733	4602
cpalmiol.1114	tig00000022	1604692	1606149	.	1458	7336
cpalmiol.1115	tig00000022	1606858	1608786	.	1929	16668
cpalmiol.1116	tig00000022	1609061	1615469	.	6409	20365
cpalmiol.1117	tig00000022	1617107	1618580	-	1474	777
cpalmiol.1118	tig00000022	1618876	1619482	.	607	9552
cpalmiol.1119	tig00000022	1621460	1622757	.	1298	5663
cpalmiol.1120	tig00000022	1622973	1625083	.	2111	1414
cpalmiol.1121	tig00000022	1626944	1632063	.	5120	7729
cpalmiol.1122	tig00000022	1632565	1634427	.	1863	434
cpalmiol.1123	tig00000022	1638664	1639036	.	373	71
cpalmiol.1124	tig00000022	1640504	1640752	.	249	48
cpalmiol.1125	tig00000022	1643170	1645249	.	2080	232
cpalmiol.1126	tig00000022	1646701	1650311	.	3611	1061
cpalmiol.1127	tig00000022	1652213	1653169	.	957	13
cpalmiol.1128	tig00000022	1653405	1659619	.	6215	162
cpalmiol.1129	tig00000022;tig00000022;tig00000022	1657215;1665331;1673448	1708780;1708780;1708780	-;-;-	51566	4906
cpalmiol.1130	tig00000022	1693955	1697640	.	3686	45
cpalmiol.1131	tig00000022	1708931	1709980	.	1050	4
cpalmiol.1132	tig00000022	1710186	1713872	.	3687	15
cpalmiol.1133	tig00000022	1713305	1727062	+	13758	2293
cpalmiol.1134	tig00000022	1718238	1718752	.	515	0
cpalmiol.1135	tig00000022	1729425	1731454	.	2030	42
cpalmiol.1136	tig00000022	1733260	1734861	.	1602	731
cpalmiol.1137	tig00000022	1737563	1738090	.	528	92
cpalmiol.1138	tig00000022	1738385	1740237	.	1853	111
cpalmiol.1139	tig00000022	1741505	1759027	+	17523	5437
cpalmiol.1140	tig00000022	1744665	1763312	+	18648	5906
cpalmiol.1141	tig00000022	1762234	1763312	-	1079	306
cpalmiol.1142	tig00000022	1763628	1764771	.	1144	93
cpalmiol.1143	tig00000022	1768061	1768347	.	287	726
cpalmiol.1144	tig00000022	1769732	1776080	.	6349	26880
cpalmiol.1145	tig00000022	1776704	1784825	.	8122	56142
cpalmiol.1146	tig00000022;tig00000022	1787685;1787685	1788987;1788987	+;+	1303	18856
cpalmiol.1147	tig00000022	1804107	1809118	.	5012	25128
cpalmiol.1148	tig00000022	1810652	1812461	+	1810	2423
cpalmiol.1149	tig00000022	1814995	1816170	.	1176	30747
cpalmiol.1150	tig00000022	1817151	1818569	.	1419	6165
cpalmiol.1151	tig00000022;tig00000022;tig00000022;tig00000022;tig00000022;tig00000022;tig00000022;tig00000022;tig00000022;tig00000022;tig00000022;tig00000022;tig00000022;tig00000022	1818908;1818908;1818908;1818908;1818908;1818908;1818908;1821605;1821605;1821605;1821605;1821605;1821605;1840256	1857680;1857680;1857680;1857680;1857680;1857680;1857680;1857680;1857680;1857680;1832694;1857680;1844915;1857680	-;-;-;-;-;-;-;-;-;-;-;-;-;-	38773	10228
cpalmiol.1152	tig00000022	1865224	1865815	.	592	4009
cpalmiol.1153	tig00000022	1866241	1868373	.	2133	20198
cpalmiol.1154	tig00000022	1868630	1869200	.	571	17213
cpalmiol.1155	tig00000022	1869496	1873004	.	3509	18168
cpalmiol.1156	tig00000022	1875237	1879566	+	4330	22118
cpalmiol.1157	tig00000022	1879833	1881915	.	2083	8144
cpalmiol.1158	tig00000022	1882596	1885238	.	2643	19802
cpalmiol.1159	tig00000022	1883093	1896903	-	13811	45420
cpalmiol.1160	tig00000022	1894710	1896903	.	2194	15526
cpalmiol.1161	tig00000022	1897650	1904798	.	7149	984
cpalmiol.1162	tig00000022	1910263	1910691	.	429	8310
cpalmiol.1163	tig00000022	1914451	1914981	.	531	9028
cpalmiol.1164	tig00000022	1915518	1916375	.	858	26319
cpalmiol.1165	tig00000022	1916570	1929624	.	13055	56095
cpalmiol.1166	tig00000022	1931071	1933885	.	2815	12154
cpalmiol.1167	tig00000022	1934196	1935529	.	1334	1164
cpalmiol.1168	tig00000022	1939414	1945718	.	6305	695
cpalmiol.1169	tig00000022	1946026	1946733	.	708	217
cpalmiol.1170	tig00000022	1947388	1947821	.	434	104
cpalmiol.1171	tig00000022	1954505	1956550	.	2046	75524
cpalmiol.1172	tig00000022	1961643	1963417	.	1775	5064
cpalmiol.1173	tig00000022	1964143	1966653	.	2511	11833
cpalmiol.1174	tig00000022	1972616	1973203	.	588	10147
cpalmiol.1175	tig00000022	1973899	1974850	.	952	10912
cpalmiol.1176	tig00000022	1981738	1986566	.	4829	2174
cpalmiol.1177	tig00000022	1987790	1991284	.	3495	11371
cpalmiol.1178	tig00000022	1996530	2000149	.	3620	12345
cpalmiol.1179	tig00000022	2000389	2004576	.	4188	2307
cpalmiol.1180	tig00000022	2008926	2010786	.	1861	30003
cpalmiol.1181	tig00000022	2011572	2012228	.	657	14701
cpalmiol.1182	tig00000022	2016808	2018343	.	1536	4251
cpalmiol.1183	tig00000022	2019356	2023813	.	4458	17823
cpalmiol.1184	tig00000022	2027616	2028308	.	693	6020
cpalmiol.1185	tig00000022	2032665	2033707	.	1043	251
cpalmiol.1186	tig00000022	2034310	2034828	+	519	987
cpalmiol.1187	tig00000022	2035131	2044331	-	9201	33968
cpalmiol.1188	tig00000022	2039022	2039774	.	753	12191
cpalmiol.1189	tig00000022	2046283	2052013	.	5731	11241
cpalmiol.1190	tig00000022	2057001	2057474	.	474	53
cpalmiol.1191	tig00000022	2068417	2069004	.	588	5281
cpalmiol.1192	tig00000022	2070175	2070778	-	604	5049
cpalmiol.1193	tig00000022	2071196	2072201	.	1006	1151
cpalmiol.1194	tig00000022	2073549	2075061	.	1513	946
cpalmiol.1195	tig00000022	2075741	2076959	.	1219	2525
cpalmiol.1196	tig00000022	2077852	2084834	.	6983	26726
cpalmiol.1197	tig00000022	2085992	2089523	-	3532	2849
cpalmiol.1198	tig00000022	2089844	2091626	.	1783	15616
cpalmiol.1199	tig00000022	2092135	2096971	.	4837	11917
cpalmiol.1200	tig00000022	2097252	2097991	.	740	7346
cpalmiol.1201	tig00000022	2098697	2108997	.	10301	32665
cpalmiol.1202	tig00000022	2109304	2116702	-	7399	47433
cpalmiol.1203	tig00000022	2116917	2117581	.	665	10768
cpalmiol.1204	tig00000013	2396531	2396794	.	264	19
cpalmiol.1205	tig00000001	539	5231	.	4693	4529
cpalmiol.1206	tig00000013	4806	13779	.	8974	10017
cpalmiol.1207	tig00000013	14003	17743	.	3741	13243
cpalmiol.1208	tig00000013	19403	20361	.	959	79406
cpalmiol.1209	tig00000013	29530	30665	.	1136	23554
cpalmiol.1210	tig00000013	31033	33153	-	2121	4287
cpalmiol.1211	tig00000013	33760	34972	.	1213	7110
cpalmiol.1212	tig00000013	35540	35944	.	405	52
cpalmiol.1213	tig00000013	36563	38713	+	2151	8447
cpalmiol.1214	tig00000013	39159	44236	.	5078	8508
cpalmiol.1215	tig00000013	47070	47377	.	308	90
cpalmiol.1216	tig00000013	49456	51302	.	1847	49731
cpalmiol.1217	tig00000013;tig00000013	54227;54227	57824;57824	+;+	3598	1583
cpalmiol.1218	tig00000013	59226	59560	.	335	90
cpalmiol.1219	tig00000013	61114	66851	.	5738	4809
cpalmiol.1220	tig00000013	67389	71417	.	4029	10188
cpalmiol.1221	tig00000013	71627	81733	.	10107	17846
cpalmiol.1222	tig00000013	77522	82880	+	5359	16409
cpalmiol.1223	tig00000013	85452	87471	.	2020	11779
cpalmiol.1224	tig00000013	101786	102515	-	730	38294
cpalmiol.1225	tig00000013	103439	105226	.	1788	5535
cpalmiol.1226	tig00000013	106258	109256	.	2999	6526
cpalmiol.1227	tig00000013	110763	112762	+	2000	734
cpalmiol.1228	tig00000013	114985	116017	.	1033	25408
cpalmiol.1229	tig00000013	116662	117682	.	1021	10111
cpalmiol.1230	tig00000013	117957	122731	.	4775	15872
cpalmiol.1231	tig00000013	123247	123971	+	725	62452
cpalmiol.1232	tig00000013;tig00000013;tig00000013	126918;126918;126918	139474;139474;139474	-;-;-	12557	50439
cpalmiol.1233	tig00000013	140535	150132	.	9598	20863
cpalmiol.1234	tig00000013	152676	154991	.	2316	16628
cpalmiol.1235	tig00000013	155228	163122	+	7895	5223
cpalmiol.1236	tig00000013	163648	170118	.	6471	12421
cpalmiol.1237	tig00000013	175560	176827	.	1268	55187
cpalmiol.1238	tig00000013	177049	190502	.	13454	67245
cpalmiol.1239	tig00000013	190713	192106	.	1394	1568
cpalmiol.1240	tig00000013	192367	194936	.	2570	29863
cpalmiol.1241	tig00000013	196091	208597	.	12507	37945
cpalmiol.1242	tig00000013	196091	208597	-	12507	37945
cpalmiol.1243	tig00000013	208921	210496	.	1576	20212
cpalmiol.1244	tig00000013	217056	218733	.	1678	25208
cpalmiol.1245	tig00000013	219570	220405	.	836	6865
cpalmiol.1246	tig00000013	226837	231578	.	4742	2553
cpalmiol.1247	tig00000013	231678	235023	.	3346	17839
cpalmiol.1248	tig00000013	235263	239544	.	4282	8762
cpalmiol.1249	tig00000013	240843	241847	.	1005	5840
cpalmiol.1250	tig00000013	242223	243005	.	783	4813
cpalmiol.1251	tig00000013	243265	244789	.	1525	1427
cpalmiol.1252	tig00000013	245007	246418	.	1412	51359
cpalmiol.1253	tig00000013	252820	259259	.	6440	16082
cpalmiol.1254	tig00000013	259460	260246	.	787	4602
cpalmiol.1255	tig00000013	265046	267229	.	2184	18974
cpalmiol.1256	tig00000013;tig00000013	265046;265046	285431;285431	-;-	20386	37422
cpalmiol.1257	tig00000013	294509	298353	-	3845	8175
cpalmiol.1258	tig00000013	295959	298353	.	2395	7366
cpalmiol.1259	tig00000013	299109	303627	.	4519	21171
cpalmiol.1260	tig00000013	316059	317444	.	1386	670
cpalmiol.1261	tig00000013	317710	319188	.	1479	24836
cpalmiol.1262	tig00000013	322998	324070	.	1073	58260
cpalmiol.1263	tig00000013	340084	341240	-	1157	60699
cpalmiol.1264	tig00000013	341774	343537	.	1764	15475
cpalmiol.1265	tig00000013	344517	353589	.	9073	14108
cpalmiol.1266	tig00000013	354724	361213	.	6490	19968
cpalmiol.1267	tig00000013	354724	361213	+	6490	19968
cpalmiol.1268	tig00000013	361518	365140	.	3623	7099
cpalmiol.1269	tig00000013	365478	367224	.	1747	14637
cpalmiol.1270	tig00000013	367697	380663	.	12967	70993
cpalmiol.1271	tig00000013	394247	395540	.	1294	25827
cpalmiol.1272	tig00000013	396792	406924	+	10133	58822
cpalmiol.1273	tig00000013	408652	416050	+	7399	4800
cpalmiol.1274	tig00000013	420595	422816	.	2222	40611
cpalmiol.1275	tig00000013	429357	436411	.	7055	23641
cpalmiol.1276	tig00000013	436843	437418	.	576	55453
cpalmiol.1277	tig00000013	441820	447996	.	6177	4582
cpalmiol.1278	tig00000013	448234	449874	.	1641	257
cpalmiol.1279	tig00000013	450899	454685	.	3787	7040
cpalmiol.1280	tig00000013	455522	456126	.	605	8288
cpalmiol.1281	tig00000013	456734	458956	+	2223	14676
cpalmiol.1282	tig00000013	459364	466290	.	6927	23736
cpalmiol.1283	tig00000013	470067	472777	.	2711	68878
cpalmiol.1284	tig00000013	473975	474676	.	702	12623
cpalmiol.1285	tig00000013	474903	476865	.	1963	9918
cpalmiol.1286	tig00000013	478058	479579	.	1522	19893
cpalmiol.1287	tig00000013	482686	484567	.	1882	16608
cpalmiol.1288	tig00000013	490644	493602	.	2959	8596
cpalmiol.1289	tig00000013	494081	497322	.	3242	16627
cpalmiol.1290	tig00000013	498203	499203	.	1001	15990
cpalmiol.1291	tig00000013	502482	502860	.	379	18148
cpalmiol.1292	tig00000013	503199	505575	.	2377	8871
cpalmiol.1293	tig00000013	506247	509952	.	3706	5112
cpalmiol.1294	tig00000013	510210	512012	.	1803	10072
cpalmiol.1295	tig00000013	515141	518559	-	3419	22375
cpalmiol.1296	tig00000013	519238	521464	.	2227	33192
cpalmiol.1297	tig00000013	527258	532688	.	5431	20980
cpalmiol.1298	tig00000013	533745	535382	.	1638	11590
cpalmiol.1299	tig00000013	535586	536227	+	642	34
cpalmiol.1300	tig00000013	536834	537307	.	474	39
cpalmiol.1301	tig00000013	538009	539736	.	1728	48010
cpalmiol.1302	tig00000013	542818	545150	.	2333	21822
cpalmiol.1303	tig00000013	546952	555061	.	8110	33007
cpalmiol.1304	tig00000013	555337	555681	.	345	3274
cpalmiol.1305	tig00000013	556031	556597	+	567	2207
cpalmiol.1306	tig00000013	561615	565402	.	3788	3597
cpalmiol.1307	tig00000013	565779	567097	-	1319	67865
cpalmiol.1308	tig00000013	571655	573285	.	1631	28835
cpalmiol.1309	tig00000013	575448	585370	.	9923	102333
cpalmiol.1310	tig00000013	586449	587289	.	841	15423
cpalmiol.1311	tig00000013	587670	592563	.	4894	26972
cpalmiol.1312	tig00000013	592704	594713	.	2010	25841
cpalmiol.1313	tig00000013	594944	598693	.	3750	6540
cpalmiol.1314	tig00000013	610356	611325	.	970	81401
cpalmiol.1315	tig00000013	612761	616859	.	4099	61778
cpalmiol.1316	tig00000013	617765	620721	.	2957	878
cpalmiol.1317	tig00000013	620956	623128	+	2173	8019
cpalmiol.1318	tig00000013	639394	640645	.	1252	58528
cpalmiol.1319	tig00000013	640831	641586	.	756	1075
cpalmiol.1320	tig00000013	643142	644417	.	1276	4644
cpalmiol.1321	tig00000013	644716	647247	.	2532	7832
cpalmiol.1322	tig00000013	653753	654084	+	332	58860
cpalmiol.1323	tig00000013	655981	667562	.	11582	13983
cpalmiol.1324	tig00000013	675006	676017	.	1012	9659
cpalmiol.1325	tig00000013	677499	685145	.	7647	6589
cpalmiol.1326	tig00000013	677499	688720	-	11222	11396
cpalmiol.1327	tig00000013	689258	695273	.	6016	34703
cpalmiol.1328	tig00000013	695528	697735	.	2208	15281
cpalmiol.1329	tig00000013	699370	705687	.	6318	832
cpalmiol.1330	tig00000013	707683	711931	+	4249	11096
cpalmiol.1331	tig00000013	714028	717229	.	3202	42260
cpalmiol.1332	tig00000013	718321	721458	.	3138	4087
cpalmiol.1333	tig00000013	721848	729469	.	7622	18244
cpalmiol.1334	tig00000013	730495	732174	.	1680	4283
cpalmiol.1335	tig00000013	732418	734208	.	1791	687
cpalmiol.1336	tig00000013	734400	734746	.	347	21947
cpalmiol.1337	tig00000013	735042	736494	.	1453	8252
cpalmiol.1338	tig00000013	740683	741028	.	346	190920
cpalmiol.1339	tig00000013	741237	748013	.	6777	38964
cpalmiol.1340	tig00000013	741237	743744	-	2508	9936
cpalmiol.1341	tig00000013	751256	754208	.	2953	35417
cpalmiol.1342	tig00000013	754447	760126	.	5680	30681
cpalmiol.1343	tig00000013	760998	766454	+	5457	5046
cpalmiol.1344	tig00000013	764554	766454	.	1901	3915
cpalmiol.1345	tig00000013	766926	768333	.	1408	11724
cpalmiol.1346	tig00000013	769289	770141	.	853	21839
cpalmiol.1347	tig00000013	773878	775740	-	1863	3686
cpalmiol.1348	tig00000013	792836	800461	+	7626	34780
cpalmiol.1349	tig00000013	803729	805057	.	1329	41919
cpalmiol.1350	tig00000013	807566	811230	+	3665	56926
